Depth,GR,RT,RHOB,NPHI,Facies
3458.0,5.8827,14.2493,2.661,0.0359,CB
3458.5,6.1148,16.8538,2.658,0.0399,CB
3459.0,6.5728,16.6013,2.6599,0.0409,CB
3459.5,5.9718,15.8754,2.636,0.0391,CB
3460.0,6.8382,17.8117,2.674,0.0397,CB
3460.5,8.014,17.0951,2.653,0.0407,CB
3461.0,7.1776,16.8315,2.638,0.0477,CB
3461.5,5.9189,16.367,2.637,0.0475,CB
3462.0,5.444,13.098,2.636,0.0445,CB
3462.5,6.6581,16.5626,2.642,0.0477,CB
3463.0,5.7599,12.5454,2.606,0.0571,CB
3463.5,7.904,10.0722,2.662,0.0466,CB
3464.0,7.7399,11.1679,2.643,0.0445,CB
3464.5,6.5899,13.989,2.605,0.0541,CB
3465.0,7.8419,9.8407,2.6,0.0553,CB
3465.5,7.7956,8.8298,2.602,0.0563,CB
3466.0,6.3838,9.3894,2.617,0.0581,CB
3466.5,6.3558,10.5497,2.5721,0.0502,CB
3467.0,5.608,8.2559,2.611,0.0555,CB
3467.5,6.8786,9.0818,2.624,0.0508,CB
3468.0,7.4049,10.0961,2.6299,0.0538,CB
3468.5,5.9578,8.9081,2.585,0.0641,CB
3469.0,5.9483,7.013,2.604,0.0642,CB
3469.5,5.8231,5.9172,2.575,0.0645,CB
3470.0,7.1854,7.0742,2.606,0.0649,CB
3470.5,6.4272,7.5074,2.59,0.0648,CB
3471.0,8.4567,6.5209,2.594,0.0626,CB
3471.5,11.3218,7.6699,2.6409,0.0568,CB
3472.0,7.5268,8.8594,2.598,0.055,CB
3472.5,7.1277,7.6388,2.598,0.061,CB
3473.0,6.4673,8.1362,2.606,0.0616,CB
3473.5,8.2952,8.9678,2.6081,0.0532,CB
3474.0,9.4626,7.3568,2.601,0.0614,CB
3474.5,6.7289,6.2049,2.5741,0.0672,CB
3475.0,11.1928,6.5363,2.593,0.0682,CB
3475.5,10.528,4.7497,2.607,0.064,CB
3476.0,14.5363,4.5678,2.5591,0.0813,CB
3476.5,15.0381,5.5608,2.558,0.0999,CB
3477.0,13.6151,3.5414,2.5499,0.1105,CB
3477.5,16.5503,3.9534,2.5729,0.1049,CB
3478.0,14.5929,4.6622,2.593,0.08,CB
3478.5,14.7062,2.6923,2.575,0.099,CB
3479.0,14.511,3.2803,2.578,0.1076,CB
3479.5,12.134,2.7356,2.523,0.1119,CB
3480.0,15.5755,2.7052,2.5651,0.1278,CB
3480.5,18.5465,2.6369,2.582,0.1374,CB
3481.0,11.9897,2.696,2.5141,0.1234,CB
3481.5,11.5124,2.71,2.5589,0.1261,CB
3482.0,10.904,2.7653,2.538,0.125,CB
3482.5,11.342,2.1443,2.504,0.1359,CB
3483.0,10.8048,1.866,2.462,0.1623,CB
3483.5,11.405,2.7796,2.476,0.1433,CB
3484.0,10.72,3.207,2.538,0.1161,CB
3484.5,9.591000000000001,2.7399,2.5202,0.0546,CB
3485.0,11.8651,4.3306,2.5819,0.1067,CB
3485.5,10.4879,2.2942,2.509,0.1115,CB
3486.0,5.6725,2.8909,2.4501,0.1045,CB
3486.5,6.5999,3.2987,2.527,0.0301,CB
3487.0,12.1193,3.5573,2.558,0.0906,CB
3487.5,11.9386,3.7179,2.6289,0.1067,CB
3488.0,11.2603,3.7761,2.569,0.0995,CB
3488.5,9.657,3.1487,2.541,0.1073,CB
3489.0,11.7917,3.6431,2.5361,0.119,CB
3489.5,9.5041,2.4002,2.5208,0.1518,CB
3490.0,12.1066,2.3576,2.4719,0.14,CB
3490.5,10.8114,2.5246,2.4191,0.1228,CB
3491.0,10.9269,2.9571,2.437,0.1154,CB
3491.5,11.231,2.8321,2.3303,0.1161,CB
3492.0,14.783,2.9899,2.562,0.1111,CB
3492.5,9.9791,2.4057,2.478,0.1424,CB
3493.0,7.482,2.1101,2.5059,0.1191,CB
3493.5,11.3865,2.0829,2.48,0.1421,CB
3494.0,14.1496,2.679,2.532,0.1337,CB
3494.5,12.9234,3.1285,2.5579,0.1351,CB
3495.0,10.9397,3.3824,2.5191,0.1276,CB
3495.5,9.9,2.4101,2.6078,0.1219,CB
3496.0,10.8918,2.7469,2.556,0.1061,CB
3496.5,10.644,3.3506,2.551,0.1094,CB
3497.0,10.2489,3.7575,2.5151,0.0946,CB
3497.5,6.3222,3.4274,2.664,0.0501,CB
3498.0,12.6238,4.6004,2.648,0.0714,CB
3498.5,10.3617,10.0938,2.6809,0.077,CB
3499.0,8.7151,5.3465,2.6391,0.0651,CB
3499.5,6.62,6.5307,2.66,0.0309,CB
3500.0,36.374,1.756,2.468,0.1694,SS
3500.0,7.2603,4.7612,2.6849,0.0325,CB
3500.5,8.7967,9.3221,2.6539,0.0397,CB
3500.5,27.346,1.697,2.446,0.1662,SS
3501.0,10.5597,12.432,2.666,0.0472,CB
3501.0,16.766,1.924,2.4481,0.166,SS
3501.5,19.357,1.987,2.512,0.1679,SS
3501.5,9.5708,6.6279,2.638,0.0484,CB
3502.0,17.445,2.017,2.494,0.1536,SS
3502.0,11.8772,7.3388,2.633,0.0616,CB
3502.5,14.036,1.908,2.4781,0.1598,CB
3502.5,16.1513,9.937000000000001,2.627,0.0792,CB
3503.0,16.225,1.981,2.487,0.1505,CB
3503.0,10.5189,4.4279,2.635,0.0609,CB
3503.5,15.664,2.088,2.4861,0.1505,CB
3503.5,6.2437,5.3155,2.631,0.0478,CB
3504.0,16.917,2.171,2.5539,0.1407,CB
3504.0,8.4762,6.6123,2.6509,0.0543,CB
3504.5,14.554,2.254,2.5059,0.138,CB
3504.5,9.9825,7.9735,2.6529,0.0685,CB
3505.0,14.081,2.349,2.495,0.1409,CB
3505.0,10.5331,4.9052,2.6121,0.0618,CB
3505.5,13.683,2.547,2.5181,0.1218,CB
3505.5,12.1125,6.0211,2.5791,0.0695,CB
3506.0,16.003,2.397,2.508,0.1441,CB
3506.0,11.5763,5.5865,2.587,0.0837,CB
3506.5,11.258,2.488,2.4781,0.1333,CB
3506.5,10.8571,4.2544,2.589,0.0862,CB
3507.0,11.274,2.572,2.5398,0.1314,CB
3507.0,10.675,4.226,2.5162,0.0896,CB
3507.5,19.514,2.593,2.549,0.133,CB
3507.5,6.1351,4.0033,2.551,0.0992,CB
3508.0,19.229,2.367,2.4991,0.138,CB
3508.0,8.8963,3.3079,2.581,0.1005,CB
3508.5,13.844,2.232,2.511,0.1414,CB
3508.5,12.6907,3.6806,2.5869,0.1266,CB
3509.0,15.342,2.534,2.547,0.127,CB
3509.0,12.0031,3.4893,2.5091,0.1415,CB
3509.5,13.463,2.633,2.5319,0.139,CB
3509.5,8.6452,2.7814,2.5421,0.0993,CB
3510.0,8.9871,2.9379,2.5681,0.0995,CB
3510.0,16.587,2.416,2.505,0.1245,CB
3510.5,20.583,2.225,2.524,0.1362,CB
3510.5,9.2416,3.5289,2.6001,0.0688,CB
3511.0,14.677,2.299,2.517,0.1491,CB
3511.0,8.6076,4.0708,2.593,0.0746,CB
3511.5,17.083,2.072,2.5151,0.1642,CB
3511.5,14.1291,4.7897,2.5859,0.0735,CB
3512.0,15.465,2.01,2.4611,0.1527,CB
3512.0,10.1345,3.8539,2.585,0.0653,CB
3512.5,13.015,2.039,2.4659,0.1546,CB
3512.5,9.4822,4.1192,2.616,0.0768,CB
3513.0,14.066,2.093,2.493,0.1635,CB
3513.0,7.5423,4.6606,2.619,0.079,CB
3513.5,15.395,2.149,2.4781,0.1359,CB
3513.5,10.7876,4.0852,2.611,0.0755,CB
3514.0,8.5632,4.5758,2.6059,0.0739,CB
3514.0,17.405,2.15,2.539,0.1437,CB
3514.5,11.9044,4.1017,2.5789,0.0902,CB
3514.5,12.87,2.102,2.4978,0.1498,CB
3515.0,17.653,2.085,2.508,0.1588,CB
3515.0,12.3103,3.963,2.607,0.0941,CB
3515.5,18.005,2.094,2.5269,0.1399,CB
3515.5,10.102,3.2609,2.584,0.09300000000000001,CB
3516.0,14.461,2.241,2.5251,0.1517,CB
3516.0,10.7783,4.5954,2.5959,0.0915,CB
3516.5,15.451,2.279,2.489,0.1447,CB
3516.5,12.0608,3.5825,2.588,0.0882,CB
3517.0,15.706,2.096,2.5229,0.1529,CB
3517.0,9.1889,3.6383,2.6109,0.0884,CB
3517.5,18.227,2.085,2.5071,0.1439,CB
3517.5,9.4081,3.7437,2.546,0.0835,CB
3518.0,18.841,2.087,2.5081,0.1441,CB
3518.0,10.9877,4.285,2.578,0.08800000000000001,CB
3518.5,14.911,2.096,2.5109,0.1396,CB
3518.5,13.3783,3.689,2.6,0.0856,CB
3519.0,11.453,2.025,2.473,0.1434,CB
3519.0,8.9914,3.7032,2.618,0.0831,CB
3519.5,13.031,2.275,2.4869,0.1564,CB
3519.5,10.3295,3.9778,2.5981,0.0696,CB
3520.0,9.6217,4.4261,2.615,0.0703,CB
3520.0,11.918,2.272,2.4831,0.1458,CB
3520.5,13.465,2.239,2.533,0.1376,CB
3520.5,8.5018,5.124,2.5861,0.0768,CB
3521.0,8.2061,4.6335,2.579,0.0737,CB
3521.0,12.548,2.301,2.5238,0.1374,CB
3521.5,10.9197,4.9084,2.614,0.0647,CB
3521.5,17.206,2.265,2.5281,0.119,CB
3522.0,15.549,2.345,2.491,0.1449,CB
3522.0,9.2121,4.9922,2.6181,0.0671,CB
3522.5,10.912,2.445,2.492,0.1053,CB
3522.5,9.2892,5.2724,2.6061,0.0853,CB
3523.0,13.857,2.484,2.496,0.1333,CB
3523.0,9.8584,4.8735,2.5851,0.0839,CB
3523.5,11.504,2.623,2.5221,0.128,CB
3523.5,10.4565,4.4017,2.617,0.0819,CB
3524.0,17.593,2.595,2.5659,0.1205,CB
3524.0,10.5768,4.1243,2.598,0.0792,CB
3524.5,10.0454,3.8647,2.596,0.0686,CB
3524.5,20.14,2.718,2.5829,0.1223,CB
3525.0,14.433,2.985,2.5302,0.116,CB
3525.0,9.5415,4.7901,2.588,0.0747,CB
3525.5,24.306,2.936,2.545,0.1288,CB
3525.5,10.7016,5.0261,2.595,0.0889,CB
3526.0,21.312,2.733,2.5719,0.1231,CB
3526.0,9.4352,3.9791,2.61,0.0861,CB
3526.5,17.628,2.861,2.554,0.124,CB
3526.5,8.2595,3.5339,2.591,0.0835,CB
3527.0,17.446,3.402,2.558,0.1186,CB
3527.0,8.5423,4.1793,2.605,0.07400000000000001,CB
3527.5,10.2558,4.3934,2.588,0.0771,CB
3527.5,17.338,3.448,2.5651,0.1279,CB
3528.0,18.126,3.25,2.5849,0.1092,CB
3528.0,8.2662,4.4859,2.629,0.0736,CB
3528.5,8.9237,3.9789,2.62,0.0646,CB
3528.5,17.154,2.973,2.5431,0.1306,CB
3529.0,9.4323,4.7456,2.616,0.0647,CB
3529.0,15.487,3.014,2.5311,0.1443,CB
3529.5,9.5687,5.7158,2.615,0.0646,CB
3529.5,11.822,4.227,2.569,0.0974,CB
3530.0,10.7191,5.9277,2.596,0.0643,CB
3530.0,11.563,4.368,2.586,0.0974,CB
3530.5,10.7795,5.4114,2.613,0.0738,CB
3530.5,11.109,4.373,2.5849,0.0906,CB
3531.0,13.417,4.199,2.5621,0.0985,CB
3531.0,8.1713,4.1466,2.632,0.0675,CB
3531.5,11.183,4.18,2.5681,0.0887,CB
3531.5,7.4003,7.3682,2.612,0.0605,CB
3532.0,7.8208,6.3099,2.606,0.0615,CB
3532.0,10.445,3.977,2.5691,0.1148,CB
3532.5,12.84,4.306999999999999,2.5839,0.0946,CB
3532.5,7.6286,7.5769,2.612,0.057,CB
3533.0,7.3977,7.755,2.6349,0.0592,CB
3533.0,13.98,4.894,2.579,0.098,CB
3533.5,7.1761,6.7396,2.63,0.051,CB
3533.5,18.313,4.5,2.575,0.1045,CB
3534.0,5.327000000000001,11.1037,2.641,0.0408,CB
3534.0,15.838,4.5,2.6039,0.0951,CB
3534.5,5.6784,9.4043,2.63,0.049,CB
3534.5,13.701,4.491000000000001,2.57,0.1048,CB
3535.0,15.083,4.254,2.559,0.1017,CB
3535.0,6.4618,9.0853,2.6071,0.0457,CB
3535.5,8.1745,10.3757,2.603,0.0489,CB
3535.5,12.28,4.037,2.5631,0.1105,CB
3536.0,7.5622,6.8861,2.627,0.0541,CB
3536.0,16.115,3.197,2.4802,0.1357,CB
3536.5,6.4624,10.4547,2.621,0.0539,CB
3536.5,12.363,3.48,2.5278,0.1105,CB
3537.0,10.707,4.078,2.5431,0.0973,CB
3537.0,6.6941,5.966,2.6,0.0682,CB
3537.5,6.3694,7.0354,2.609,0.0674,CB
3537.5,14.931,4.067,2.5289,0.1079,CB
3538.0,7.5298,5.0245,2.5961,0.0696,CB
3538.0,16.555,4.63,2.559,0.1107,CB
3538.5,9.0525,5.2107,2.6379,0.0704,CB
3538.5,20.022,4.67,2.578,0.1093,CB
3539.0,22.349,4.393,2.5561,0.1081,CB
3539.0,7.5782,5.0741,2.6069,0.0695,CB
3539.5,19.926,4.747,2.561,0.116,CB
3539.5,6.2575,6.5402,2.621,0.0642,CB
3540.0,7.856,5.8374,2.5961,0.0674,CB
3540.0,21.947,4.515,2.56,0.1037,CB
3540.5,22.87,4.585,2.571,0.1143,CB
3540.5,10.4624,4.3819,2.611,0.081,CB
3541.0,20.053,5.058,2.5521,0.1011,CB
3541.0,7.8657,5.1771,2.604,0.0615,CB
3541.5,7.7238,7.1135,2.597,0.062,CB
3541.5,22.196,4.766999999999999,2.5481,0.1223,CB
3542.0,8.9791,4.2358,2.553,0.0861,CB
3542.0,27.557,4.171,2.5581,0.1249,CB
3542.5,8.6991,2.9977,2.5769,0.1127,CB
3542.5,16.917,5.02,2.5979,0.1028,CB
3543.0,8.3079,3.716,2.629,0.0753,CB
3543.0,20.484,5.496,2.5619,0.1023,CB
3543.5,10.6177,4.8644,2.649,0.0737,CB
3543.5,13.042,5.718,2.5739,0.0984,CB
3544.0,7.9344,3.2929,2.59,0.1045,CB
3544.0,17.256,5.848,2.5671,0.1056,CB
3544.5,7.1161,6.1491,2.58,0.0739,CB
3544.5,19.347,5.996,2.583,0.1003,CB
3545.0,20.502,6.827000000000001,2.563,0.0973,CB
3545.0,10.6573,3.9538,2.536,0.1023,CB
3545.5,25.086,5.572,2.5791,0.1095,CB
3545.5,12.7453,2.3921,2.546,0.1271,CB
3546.0,9.8804,3.0773,2.5291,0.1088,CB
3546.0,21.592,5.946000000000001,2.5422,0.1321,CB
3546.5,9.65,3.0886,2.549,0.1059,CB
3546.5,13.346,6.916,2.5839,0.073,CB
3547.0,13.297,6.36,2.573,0.0846,CB
3547.0,10.3573,2.2924,2.5071,0.1158,CB
3547.5,13.277,5.557,2.6078,0.0902,CB
3547.5,7.9758,2.389,2.491,0.1203,CB
3548.0,13.239,6.124,2.567,0.0951,CB
3548.0,11.4342,2.9903,2.527,0.1107,CB
3548.5,13.14,6.366000000000001,2.585,0.0849,CB
3548.5,9.8967,2.973,2.5439,0.0976,CB
3549.0,8.2455,4.1797,2.587,0.0946,CB
3549.0,15.239,5.784,2.5761,0.0893,CB
3549.5,18.38,5.175,2.571,0.0992,CB
3549.5,7.4309,2.9828,2.494,0.1036,CB
3550.0,13.839,5.41,2.578,0.0924,CB
3550.0,8.3147,2.885,2.557,0.1026,CB
3550.5,8.6451,4.3657,2.5739,0.0899,CB
3550.5,12.31,6.182,2.6069,0.0731,CB
3551.0,13.928,5.726,2.5472,0.0858,CB
3551.0,10.2543,3.352,2.5401,0.0986,CB
3551.5,8.051,4.3637,2.5869,0.0955,CB
3552.0,11.0163,3.1771,2.5371,0.0971,CB
3552.0,14.847,6.591,2.6069,0.0865,CB
3552.5,9.185,7.582999999999999,2.578,0.0889,CB
3552.5,7.6221,3.8908,2.498,0.1048,CB
3553.0,13.951,6.428,2.571,0.0816,CB
3553.0,8.5376,2.9066,2.51,0.1064,CB
3553.5,10.253,6.747000000000001,2.575,0.0914,CB
3553.5,9.2687,1.7879,2.4591,0.1347,CB
3554.0,7.6833,2.4925,2.451,0.1249,CB
3554.0,9.333,7.369,2.558,0.0735,CB
3554.5,11.25,6.205,2.563,0.0825,CB
3554.5,7.6227,2.7852,2.4841,0.1106,CB
3555.0,16.614,6.805,2.592,0.0923,CB
3555.0,9.1675,2.5728,2.507,0.1281,CB
3555.5,14.283,6.914,2.5601,0.0835,CB
3555.5,7.7951,3.7163,2.55,0.0991,CB
3556.0,8.3278,3.4128,2.542,0.1008,CB
3556.0,19.707,5.541,2.559,0.1123,CB
3556.5,7.13,6.066,2.5479,0.0846,CB
3556.5,6.8141,3.033,2.517,0.1052,CB
3557.0,9.872,4.87,2.583,0.0891,CB
3557.0,6.2148,2.7549,2.4511,0.1112,CB
3557.5,15.3146,5.1724,2.5221,0.1178,CB
3557.5,7.1327,2.404,2.4849,0.1107,CB
3558.0,7.579,6.627000000000001,2.5979,0.0719,CB
3558.0,10.6025,2.384,2.465,0.1216,CB
3558.5,7.598,6.736000000000001,2.586,0.078,CB
3558.5,11.1023,2.5977,2.494,0.1369,CB
3559.0,7.59,6.718,2.5589,0.0805,CB
3559.0,11.9028,2.1011,2.4681,0.1292,CB
3559.5,17.669,2.0167,2.51,0.1362,CB
3559.5,13.303,5.024,2.567,0.0758,CB
3560.0,15.2774,2.1856,2.495,0.1455,CB
3560.0,30.329,6.523,2.5728,0.1231,CB
3560.5,13.886,2.1357,2.5049,0.1526,CB
3560.5,18.139,5.216,2.5551,0.0781,CB
3561.0,14.7052,2.4544,2.5489,0.1325,CB
3561.0,20.975,5.337999999999999,2.5599,0.1137,CB
3561.5,18.371,7.376,2.5629,0.0953,CB
3561.5,18.1623,2.1867,2.49,0.1217,CB
3562.0,12.0942,2.1814,2.467,0.1403,CB
3562.0,14.717,6.164,2.591,0.0756,CB
3562.5,10.2409,1.8797,2.4381,0.1429,CB
3562.5,22.383,5.928999999999999,2.5689,0.0994,CB
3563.0,13.523,6.347,2.5751,0.0826,CB
3563.0,10.7712,2.1092,2.4969,0.1502,CB
3563.5,10.9291,2.0612,2.458,0.1457,CB
3563.5,31.653,4.189,2.557,0.1447,CB
3564.0,14.911,8.801,2.584,0.0906,CB
3564.0,11.2877,2.4261,2.519,0.129,CB
3564.5,13.9991,2.0196,2.5011,0.1397,CB
3564.5,21.821,6.763999999999999,2.5471,0.0969,CB
3565.0,10.7403,1.9928,2.461,0.159,CB
3565.0,14.2,6.948,2.5799,0.0769,CB
3565.5,17.58,5.436,2.564,0.0996,CB
3565.5,11.1672,1.949,2.495,0.1364,CB
3566.0,18.444,4.813,2.5241,0.1157,CB
3566.0,13.3159,2.2469,2.498,0.1455,CB
3566.5,19.836,3.397,2.532,0.113,CB
3566.5,11.9482,2.0039,2.493,0.1349,CB
3567.0,12.144,6.796,2.539,0.0878,CB
3567.0,15.8106,1.8425,2.474,0.146,CB
3567.5,10.669,7.331,2.564,0.0736,CB
3567.5,14.7282,1.8649,2.421,0.1408,CB
3568.0,16.428,7.356,2.5999,0.076,CB
3568.0,10.1889,1.348,2.4469,0.1591,CB
3568.5,16.979,6.996,2.5701,0.0822,CB
3568.5,9.2856,1.5458,2.4079,0.1612,CB
3569.0,18.318,4.968999999999999,2.56,0.0907,CB
3569.0,10.11,1.4646,2.441,0.1569,CB
3569.5,19.097,4.497,2.5161,0.1148,CB
3569.5,10.5571,1.5838,2.415,0.1557,CB
3570.0,20.945,4.423999999999999,2.5537,0.1167,CB
3570.0,10.6509,1.5843,2.428,0.1613,CB
3570.5,13.101,5.398,2.547,0.0888,CB
3570.5,13.7969,1.7847,2.484,0.1656,CB
3571.0,12.1413,1.8065,2.486,0.1595,CB
3571.0,14.36,5.537999999999999,2.5309,0.1021,CB
3571.5,13.408,5.717000000000001,2.539,0.0967,CB
3571.5,12.8309,1.7518,2.448,0.1541,CB
3572.0,17.214,5.685,2.564,0.0921,CB
3572.0,10.5399,1.7058,2.426,0.1504,CB
3572.5,11.1371,1.8406,2.4729,0.1449,CB
3572.5,22.477,4.796,2.533,0.1139,CB
3573.0,27.715,6.901,2.57,0.1314,CB
3573.0,12.194,2.1236,2.486,0.1427,CB
3573.5,17.598,7.215,2.5699,0.0826,CB
3573.5,11.2809,2.2205,2.5519,0.1325,CB
3574.0,17.728,6.794,2.577,0.0878,CB
3574.0,10.8581,2.1292,2.487,0.1377,CB
3574.5,15.468,7.201000000000001,2.586,0.0792,CB
3574.5,13.3936,1.7028,2.495,0.1395,CB
3575.0,16.44,7.236000000000001,2.6009,0.0792,CB
3575.0,13.231,1.9788,2.523,0.1266,CB
3575.5,17.538,7.314,2.567,0.0878,CB
3575.5,13.0132,1.7896,2.4831,0.1362,CB
3576.0,16.882,7.421,2.563,0.0726,CB
3576.0,11.4238,1.8148,2.4679,0.145,CB
3576.5,13.5653,1.809,2.5,0.1471,CB
3576.5,17.455,7.653,2.5969,0.0784,CB
3577.0,17.345,7.756,2.5521,0.0871,CB
3577.0,10.1746,1.803,2.4501,0.1506,CB
3577.5,16.349,7.016,2.566,0.0935,CB
3577.5,12.8441,1.7209,2.4351,0.1484,CB
3578.0,12.6925,1.8493,2.472,0.1432,CB
3578.0,18.895,4.822,2.5221,0.0907,CB
3578.5,19.49,5.01,2.5739,0.1277,CB
3578.5,16.6299,1.7748,2.478,0.1393,CB
3579.0,13.7992,2.0965,2.4821,0.1439,CB
3579.0,15.922,6.683,2.5768,0.1002,CB
3579.5,16.7427,1.6074,2.488,0.135,CB
3579.5,11.001,7.101,2.585,0.0916,CB
3580.0,12.9143,1.8609,2.4481,0.1491,CB
3580.0,12.702,7.214,2.579,0.0838,CB
3580.5,19.56,7.085,2.6011,0.0792,CB
3580.5,12.3714,1.8239,2.5089,0.1463,CB
3581.0,14.128,6.57,2.586,0.055,CB
3581.0,14.4422,2.1409,2.49,0.1438,CB
3581.5,21.452,5.383999999999999,2.583,0.0913,CB
3581.5,12.0183,2.0125,2.516,0.1411,CB
3582.0,11.3011,1.7058,2.456,0.1441,CB
3582.0,16.113,4.226,2.556,0.1145,CB
3582.5,9.8089,1.9018,2.4451,0.139,CB
3582.5,8.015,3.691,2.4931,0.1049,CB
3583.0,7.026,3.889,2.503,0.0864,CB
3583.0,15.0001,1.6986,2.5009,0.1341,CB
3583.5,28.867,2.994,2.573,0.0991,CB
3583.5,13.5857,1.8258,2.4531,0.1526,CB
3584.0,12.3022,1.7269,2.45,0.1467,CB
3584.0,34.208,2.36,2.596,0.1572,CB
3584.5,30.614,2.504,2.5919,0.1194,CB
3584.5,11.9118,1.9181,2.476,0.1506,CB
3585.0,25.497,3.155,2.581,0.105,CB
3585.0,16.9291,2.0431,2.5089,0.1363,CB
3585.5,19.7477,2.042,2.5359,0.1365,CB
3585.5,33.005,2.663,2.5741,0.1159,CB
3586.0,29.177,2.64,2.5571,0.1075,CB
3586.0,19.8316,1.6317,2.533,0.141,SS
3586.5,19.51,4.34,2.6061,0.0901,CB
3587.0,22.077,4.373,2.6189,0.0906,CB
3587.0,19.6598,1.8057,2.522,0.1453,SS
3587.5,25.936,3.64,2.597,0.115,CB
3587.5,13.9228,2.1203,2.4779,0.1258,CB
3588.0,31.186,2.981,2.5611,0.1241,CB
3588.0,16.187,2.1577,2.5289,0.1363,CB
3588.5,28.94,3.091,2.588,0.1255,CB
3588.5,20.7199,2.1133,2.49,0.1454,CB
3589.0,25.423,3.641,2.5999,0.098,CB
3589.0,18.667,2.2108,2.4871,0.1351,CB
3589.5,24.703,5.125,2.6138,0.0932,CB
3589.5,17.433,2.252,2.495,0.1432,CB
3590.0,23.417,4.806999999999999,2.605,0.09,CB
3590.0,12.716,2.2653,2.494,0.1304,CB
3590.5,14.815,1.9295,2.491,0.1231,CB
3590.5,31.28,4.497,2.6171,0.1111,CB
3591.0,26.023,3.386,2.5839,0.1136,CB
3591.0,14.3949,2.149,2.481,0.1427,CB
3591.5,26.037,3.391,2.5731,0.11,CB
3591.5,29.787,2.3099,2.473,0.14,CB
3592.0,13.1803,2.1904,2.4451,0.1397,CB
3592.0,35.711,2.582,2.565,0.1401,CB
3592.5,14.8635,2.1778,2.515,0.129,CB
3592.5,32.909,2.668,2.5511,0.1385,CB
3593.0,12.0561,2.3472,2.492,0.1391,CB
3593.5,13.4135,2.2161,2.494,0.1337,CB
3593.5,27.894,2.518,2.58,0.1083,SS
3594.0,12.8754,2.357,2.479,0.1295,CB
3594.0,19.598,5.888,2.6149,0.0764,CB
3594.5,14.2635,2.4686,2.526,0.1175,CB
3594.5,27.579,4.64,2.5771,0.1002,CB
3595.0,35.258,2.755,2.553,0.1343,CB
3595.0,16.231,2.6237,2.497,0.1203,CB
3595.5,11.684,2.3557,2.463,0.1321,CB
3595.5,32.522,2.857,2.578,0.1318,CB
3596.0,25.879,3.577,2.584,0.1179,CB
3596.0,11.752,2.1536,2.518,0.125,CB
3596.5,17.6174,2.1207,2.5421,0.1233,CB
3596.5,18.736,3.468,2.5909,0.1049,CB
3597.0,18.9734,2.7728,2.497,0.131,CB
3597.0,17.017,3.531,2.6028,0.1106,CB
3597.5,17.586,3.447,2.581,0.1078,CB
3597.5,12.8418,2.2759,2.4651,0.1318,CB
3598.0,24.281,2.81,2.572,0.1429,CB
3598.0,11.8842,2.7383,2.522,0.1336,CB
3598.5,30.93,2.141,2.535,0.1846,SS
3598.5,14.259,2.6962,2.488,0.113,CB
3599.0,32.178,1.825,2.539,0.1698,SS
3599.0,14.2761,1.9882,2.5301,0.1216,CB
3599.5,12.1145,2.3633,2.511,0.1119,CB
3599.5,22.37,2.134,2.553,0.1321,SS
3600.0,26.469,2.403,2.5589,0.1442,SS
3600.0,17.0484,2.639,2.536,0.129,CB
3600.5,11.4864,2.7739,2.509,0.1162,CB
3600.5,32.672,2.214,2.529,0.1581,SS
3601.0,13.7041,2.6635,2.5139,0.122,CB
3601.0,26.763,1.946,2.56,0.1839,SS
3601.5,11.7399,1.9339,2.478,0.1367,CB
3601.5,23.001,2.271,2.5461,0.1241,CB
3602.0,12.6928,2.562,2.4781,0.1421,CB
3602.0,23.0083,2.4143,2.5628,0.1244,CB
3602.5,24.86,2.469,2.5431,0.135,CB
3602.5,11.0973,2.3736,2.5048,0.1334,CB
3603.0,33.424,2.368,2.557,0.1343,SS
3603.0,9.4528,1.9813,2.496,0.132,CB
3603.5,13.5748,1.6889,2.5099,0.1297,CB
3603.5,26.864,2.301,2.5609,0.1478,CB
3604.0,10.925,1.8673,2.5041,0.1265,CB
3604.0,26.032,2.314,2.5351,0.125,CB
3604.5,14.0685,2.2165,2.5249,0.1291,CB
3604.5,32.037,2.498,2.579,0.1474,CB
3605.0,29.204,2.436,2.5639,0.1394,CB
3605.0,13.1949,2.1871,2.515,0.1333,CB
3605.5,27.865,2.547,2.578,0.1301,CB
3605.5,20.0594,2.1461,2.5339,0.1305,CB
3606.0,13.2187,1.7632,2.5021,0.1323,CB
3606.0,22.857,3.073,2.577,0.1154,CB
3606.5,12.656,2.1613,2.496,0.1354,CB
3606.5,27.024,3.063,2.589,0.1202,CB
3607.0,27.719,3.4,2.591,0.09,CB
3607.0,13.9157,1.809,2.4811,0.1368,CB
3607.5,14.8102,2.202,2.485,0.1341,CB
3607.5,25.643,3.636,2.5831,0.1122,CB
3608.0,26.382,2.738,2.568,0.1333,CB
3608.0,17.7181,2.4783,2.4981,0.1308,CB
3608.5,25.6,2.725,2.565,0.1581,CB
3608.5,13.071,2.2171,2.486,0.1383,CB
3609.0,10.5823,1.9929,2.4391,0.1571,CB
3609.0,33.78,2.126,2.55,0.1702,SS
3609.5,10.4449,2.1149,2.5169,0.1354,CB
3609.5,32.716,2.215,2.5439,0.1331,SS
3610.0,9.3972,2.2174,2.4321,0.1397,CB
3610.0,31.091,2.354,2.567,0.1636,SS
3610.5,13.283,1.8493,2.4829,0.133,CB
3611.0,11.9492,1.9963,2.4811,0.1216,CB
3611.5,6.756,4.525,2.618,0.0936,CB
