Depth,GR,RT,RHOB,NPHI,Facies
3611.5,19.411,2.3607,2.541,0.1216,CB
3612.0,14.6722,1.5892,2.505,0.1285,CB
3612.0,19.093,4.112,2.636,0.0837,CB
3612.5,14.0325,2.5375,2.5329,0.1248,CB
3612.5,16.744,3.62,2.6151,0.0955,CB
3613.0,19.865,3.165,2.6199,0.1087,CB
3613.0,10.7897,2.2582,2.4401,0.1363,CB
3613.5,10.7156,2.3292,2.536,0.1036,CB
3613.5,18.585,2.989,2.5841,0.1172,CB
3614.0,20.056,3.622,2.609,0.119,CB
3614.0,13.1121,2.1573,2.5071,0.1144,CB
3614.5,17.2693,2.6241,2.564,0.1137,CB
3614.5,17.333,3.651,2.592,0.0987,CB
3615.0,10.643,4.085,2.61,0.0917,CB
3615.0,17.2511,2.6858,2.5531,0.1011,CB
3615.5,10.271,4.181999999999999,2.603,0.0932,CB
3615.5,15.5506,2.4301,2.511,0.1158,CB
3616.0,7.778,3.817,2.637,0.0927,CB
3616.0,27.8989,3.2068,2.5001,0.1234,CB
3616.5,22.6279,2.9159,2.55,0.1257,CB
3616.5,6.909,3.471,2.6021,0.0918,CB
3617.0,19.0823,3.9402,2.537,0.1137,CB
3617.5,24.9989,2.9918,2.567,0.1082,CB
3618.0,21.6667,3.0145,2.575,0.1216,CB
3618.5,14.7193,2.8443,2.542,0.1353,CB
3619.0,15.7859,4.2319,2.5399,0.1214,CB
3619.5,11.1791,4.0256,2.5629,0.0984,CB
3620.0,11.2543,4.0102,2.536,0.1048,CB
3620.5,6.914,2.38,2.5551,0.1685,SS
3620.5,11.9659,4.0049,2.5709,0.1008,CB
3621.0,5.147,3.195,2.571,0.1258,SS
3621.0,9.9421,3.472,2.581,0.09699999999999999,CB
3621.5,4.513,3.454,2.586,0.1052,CB
3621.5,12.7538,4.7049,2.562,0.0961,CB
3622.0,8.9389,4.7424,2.5192,0.1073,CB
3622.0,5.095,2.802,2.6009,0.1221,CB
3622.5,11.9284,4.0756,2.5559,0.099,CB
3622.5,6.999,2.572,2.5841,0.1268,CB
3623.0,36.085,2.081,2.5431,0.1516,SS
3623.0,9.7839,3.7925,2.552,0.1009,CB
3623.5,9.4547,3.9929,2.502,0.1056,CB
3623.5,32.986,2.386,2.574,0.1673,SS
3624.0,28.808,2.454,2.576,0.1526,SS
3624.0,11.0619,3.9341,2.558,0.0889,CB
3624.5,28.262,2.662,2.573,0.1394,CB
3624.5,9.1682,3.6122,2.574,0.1025,CB
3625.0,15.8653,4.0782,2.563,0.0961,CB
3625.0,29.645,2.94,2.5919,0.1238,CB
3625.5,27.668,3.077,2.6001,0.115,CB
3625.5,15.9041,3.3322,2.571,0.1022,CB
3626.0,36.564,2.786,2.6,0.1201,CB
3626.0,13.9448,4.5226,2.5649,0.0955,CB
3626.5,13.6139,4.1382,2.5899,0.1057,CB
3626.5,32.359,2.754,2.593,0.1339,CB
3627.0,14.133,4.7082,2.5619,0.0984,CB
3627.0,33.731,2.523,2.566,0.1297,CB
3627.5,29.018,2.466,2.57,0.1372,CB
3627.5,11.8071,4.0702,2.4941,0.1199,CB
3628.0,11.0887,4.0647,2.4919,0.1294,CB
3628.0,31.105,2.756,2.596,0.1599,CB
3628.5,26.86,2.627,2.587,0.1255,CB
3628.5,8.4213,4.3838,2.5319,0.1105,CB
3629.0,28.628,2.68,2.5791,0.1344,CB
3629.0,8.4744,4.3593,2.4851,0.0992,CB
3629.5,31.821,2.313,2.589,0.1399,CB
3629.5,12.8762,3.5556,2.5451,0.0965,CB
3630.0,13.8498,3.0757,2.554,0.107,CB
3630.0,33.872,2.469,2.5761,0.162,SS
3630.5,20.9894,3.4308,2.547,0.0932,CB
3630.5,26.3164,2.728,2.5581,0.1301,SS
3631.0,20.8157,4.1803,2.5529,0.1037,CB
3631.0,31.657,2.451,2.595,0.125,CB
3631.5,34.479,2.373,2.5621,0.1474,SS
3631.5,24.4277,4.3813,2.549,0.1019,CB
3632.0,37.08,2.254,2.568,0.1649,SS
3632.0,24.6949,3.9173,2.5749,0.1095,CB
3632.5,18.3836,4.276,2.5639,0.1077,CB
3632.5,40.177,2.486,2.583,0.1641,SS
3633.0,34.712,2.666,2.576,0.1533,CB
3633.0,24.4147,4.3065,2.53,0.1082,CB
3633.5,25.5944,4.1733,2.5441,0.1163,CB
3633.5,35.306,2.438,2.5729,0.1416,CB
3634.0,30.604,2.702,2.58,0.1352,SS
3634.0,24.6195,5.254,2.5711,0.1235,CB
3634.5,14.4926,4.4914,2.542,0.0991,CB
3634.5,31.101,2.597,2.6149,0.1464,CB
3635.0,23.596,3.0,2.5941,0.1317,CB
3635.0,23.4076,3.8567,2.5501,0.1022,CB
3635.5,16.1229,4.3794,2.552,0.1069,CB
3635.5,33.677,3.039,2.598,0.1305,CB
3636.0,24.606,4.246,2.5921,0.0903,CB
3636.0,17.0653,5.2738,2.6039,0.1088,CB
3636.5,13.3782,6.1668,2.602,0.0862,CB
3636.5,21.8,3.373,2.5991,0.1266,CB
3637.0,11.7207,4.643,2.6299,0.0811,CB
3637.0,43.058,1.994,2.5549,0.201,SS
3637.5,11.8997,7.4176,2.5761,0.0953,CB
3637.5,29.179,2.1,2.6158,0.197,SS
3638.0,38.022,2.683,2.589,0.1356,SS
3638.0,13.7119,6.0753,2.553,0.094,CB
3638.5,40.107,1.886,2.5321,0.1927,SS
3638.5,9.4709,7.3601,2.543,0.0976,CB
3639.0,8.2346,6.55,2.535,0.0889,CB
3639.0,36.095,2.116,2.5769,0.1754,SS
3639.5,37.62,2.663,2.575,0.1435,SS
3639.5,9.4504,5.6077,2.522,0.0942,CB
3640.0,16.2172,5.3354,2.546,0.0953,CB
3640.0,32.312,2.837,2.6359,0.1477,SS
3640.5,45.565,2.508,2.5361,0.1862,SS
3640.5,14.3463,5.775,2.5701,0.0941,CB
3641.0,16.027,5.4436,2.542,0.0836,CB
3641.0,44.496,1.788,2.5221,0.1874,SS
3641.5,41.894,1.571,2.53,0.2053,SS
3641.5,14.9472,7.0247,2.571,0.0775,CB
3642.0,10.2044,5.1597,2.521,0.0949,CB
3642.0,37.629,1.767,2.545,0.1787,SS
3642.5,41.725,1.838,2.535,0.2021,SS
3642.5,9.64,3.9258,2.5549,0.0956,CB
3643.0,7.682,5.1652,2.559,0.0791,CB
3643.0,37.967,1.852,2.527,0.1786,SS
3643.5,36.549,1.954,2.55,0.1874,SS
3643.5,12.0691,4.9408,2.5551,0.0968,CB
3644.0,30.877,2.062,2.5551,0.1614,SS
3644.0,18.5128,4.8344,2.543,0.1004,CB
3644.5,14.4853,4.7788,2.558,0.0893,CB
3644.5,33.617,2.294,2.542,0.1498,SS
3645.0,10.5593,5.4793,2.5559,0.0816,CB
3645.0,35.351,2.123,2.5619,0.1723,SS
3645.5,11.4048,6.7432,2.5689,0.0772,CB
3645.5,35.556,2.017,2.545,0.181,SS
3646.0,18.1126,8.5129,2.5709,0.0816,CB
3646.0,38.182,2.006,2.5499,0.1776,SS
3646.5,34.646,2.055,2.5529,0.1743,SS
3646.5,9.761000000000001,4.5454,2.533,0.0779,CB
3647.0,30.505,2.091,2.5472,0.1701,SS
3647.0,11.4506,8.6551,2.4771,0.0835,CB
3647.5,18.2347,4.3844,2.472,0.1142,CB
3647.5,27.167,2.089,2.559,0.1763,SS
3648.0,30.563,2.262,2.5501,0.1695,SS
3648.0,19.7996,4.6813,2.525,0.12,CB
3648.5,29.498,2.256,2.534,0.1691,SS
3648.5,16.3985,3.6977,2.56,0.1049,CB
3649.0,38.969,2.085,2.5399,0.1799,SS
3649.0,17.0217,12.8026,2.532,0.0861,CB
3649.5,27.5557,6.6782,2.515,0.1287,CB
3649.5,39.966,2.068,2.5231,0.1756,SS
3650.0,14.3147,7.2485,2.5271,0.1024,CB
3650.0,47.76600000000001,1.954,2.5369,0.2152,SS
3650.5,13.5733,5.5304,2.557,0.078,CB
3650.5,57.125,1.783,2.535,0.193,SH
3651.0,31.719,2.381,2.5761,0.1433,SS
3651.0,15.0652,7.2686,2.481,0.104,CB
3651.5,23.7115,4.4319,2.505,0.1176,CB
3651.5,18.154,3.463,2.564,0.1274,SS
3652.0,16.6949,3.7262,2.493,0.1266,CB
3652.0,21.905,4.059,2.6149,0.1189,CB
3652.5,8.6251,5.4118,2.4419,0.1303,CB
3652.5,23.842,4.312,2.605,0.132,CB
3653.0,8.9661,4.6195,2.374,0.1618,CB
3653.0,39.113,3.558,2.605,0.1545,CB
3653.5,10.7601,5.6492,2.468,0.1277,CB
3653.5,26.139,3.667,2.5691,0.1087,CB
3654.0,33.91,3.615,2.563,0.1504,CB
3654.0,15.6829,6.8727,2.4551,0.1165,CB
3654.5,13.585,4.5558,2.466,0.1337,CB
3654.5,46.117,2.693,2.5069,0.2007,CB
3655.0,9.3841,3.6943,2.443,0.1237,CB
3655.0,45.623,2.255,2.515,0.1863,SS
3655.5,22.9399,7.3794,2.477,0.1206,CB
3655.5,42.09,2.15,2.516,0.1787,SS
3656.0,23.0441,5.2363,2.529,0.1632,CB
3656.0,48.582,1.958,2.4571,0.2115,SS
3656.5,29.9429,6.257000000000001,2.501,0.1274,CB
3656.5,43.045,1.78,2.461,0.2215,SS
3657.0,45.754,1.876,2.4599,0.2056,SS
3657.0,21.2488,3.8274,2.519,0.1514,CB
3657.5,48.051,1.786,2.47,0.182,SS
3657.5,26.2722,3.1795,2.512,0.1109,CB
3658.0,17.6107,3.3221,2.533,0.1024,CB
3658.0,48.113,1.733,2.44,0.1933,SS
3658.5,24.8583,5.9525,2.507,0.1334,CB
3658.5,43.994,1.661,2.4371,0.2105,SS
3659.0,26.7696,3.7858,2.505,0.1506,CB
3659.0,45.555,1.591,2.435,0.223,SS
3659.5,46.27,1.614,2.4469,0.2065,SS
3659.5,12.4033,3.4454,2.535,0.1113,CB
3660.0,31.0737,6.7995,2.51,0.1331,CB
3660.0,49.498,1.578,2.433,0.1995,SS
3660.5,40.3695,5.7792,2.5789,0.1081,CB
3660.5,47.22,1.561,2.4479,0.2184,SS
3661.0,14.9611,2.5043,2.5949,0.112,CB
3661.0,47.54,1.642,2.449,0.2139,SS
3661.5,52.89100000000001,1.601,2.4361,0.1961,SS
3661.5,17.2319,9.5277,2.53,0.096,CB
3662.0,20.6019,3.7905,2.564,0.1095,CB
3662.0,50.20399999999999,1.644,2.453,0.2113,SS
3662.5,45.86600000000001,1.743,2.4702,0.1878,SS
3662.5,28.4899,7.6094,2.555,0.1024,CB
3663.0,56.661,1.969,2.5258,0.1803,SS
3663.0,17.83,5.2875,2.5779,0.1075,CB
3663.5,57.957,1.774,2.7235,0.2008,CB
3663.5,6.6538,4.3586,2.5211,0.0808,CB
3664.0,41.882,1.853,2.6729,0.1357,CB
3664.0,4.9457,3.0981,2.521,0.0853,CB
3664.5,6.2503,10.8617,2.5729,0.08199999999999999,CB
3664.5,30.281,1.996,2.588,0.1832,SS
3665.0,7.6863,4.0411,2.58,0.0582,CB
3665.0,44.479,1.981,2.6119,0.1734,SS
3665.5,6.587999999999999,7.1143,2.6399,0.0557,CB
3665.5,21.608,1.749,2.5823,0.1751,SS
3666.0,54.93,1.59,2.4754,0.2243,SS
3666.0,13.5372,7.5251,2.5741,0.0632,CB
3666.5,136.104,1.686,2.2531,0.5771,SH
3666.5,30.8752,7.372000000000001,2.591,0.1135,CB
3667.0,24.4337,2.335,2.617,0.0974,CB
3667.0,131.757,1.547,2.2579,0.4234,SH
3667.5,24.2863,3.0435,2.562,0.1069,CB
3668.0,156.318,1.42,2.1591,0.4491,SH
3668.0,19.8823,2.4111,2.552,0.0951,CB
3668.5,21.9891,3.2682,2.576,0.1025,CB
3668.5,146.712,1.559,2.22,0.5287,SH
3669.0,141.078,1.497,2.2401,0.4114,SH
3669.0,27.5418,3.0058,2.549,0.1129,CB
3669.5,28.6122,2.7174,2.5909,0.1234,CB
3669.5,127.813,1.268,2.327,0.4962,SH
3670.0,21.0781,1.977,2.555,0.1212,CB
3670.0,133.333,1.096,2.2764,0.5691,SH
3670.5,26.8764,3.0062,2.57,0.1209,SS
3670.5,121.503,1.072,2.3541,0.4,SH
3671.0,117.268,1.039,2.398,0.3973,SH
3671.0,31.1497,2.096,2.56,0.1245,SS
3671.5,19.2908,1.7577,2.54,0.1424,CB
3671.5,120.73,1.128,2.2899,0.3809,SH
3672.0,22.9326,2.9946,2.554,0.1038,CB
3672.0,127.314,1.137,2.4916,0.4217,SH
3672.5,27.6352,3.1079,2.549,0.1077,CB
3672.5,115.267,1.007,2.3381,0.3927,SH
3673.0,29.7951,2.5419,2.53,0.1249,SS
3673.5,19.3792,2.2439,2.5381,0.1264,CB
3673.5,119.114,1.251,2.279,0.4898,SH
3674.0,17.4921,2.7747,2.561,0.1037,CB
3674.0,122.436,1.319,2.4028,0.5083,SH
3674.5,115.967,1.468,2.285,0.3955,SH
3674.5,23.179,3.3608,2.575,0.11,CB
3675.0,114.2523,1.6661,2.2976,0.3458,SH
3675.0,33.7891,3.3429,2.5671,0.1256,CB
3675.5,127.901,1.564,2.2449,0.4335,SH
3675.5,26.8468,2.1984,2.603,0.0905,CB
3676.0,28.3415,6.2037,2.614,0.0853,CB
3676.0,132.671,1.532,2.288,0.3787,SH
3676.5,27.2362,4.7504,2.588,0.0861,CB
3676.5,137.819,1.614,2.2233,0.4457,SH
3677.0,159.033,1.592,2.2832,0.4886,SH
3677.0,29.4324,4.4015,2.6,0.09300000000000001,CB
3677.5,177.229,1.633,2.3079,0.4388,SH
3677.5,38.4554,4.352,2.5371,0.133,CB
3678.0,31.4436,1.8379,2.553,0.1235,CB
3678.0,156.773,1.702,2.24,0.3989,SH
3678.5,38.4065,4.0647,2.5321,0.1502,SS
3678.5,168.367,1.717,2.2779,0.4059,SH
3679.0,42.6134,2.029,2.501,0.1637,SS
3679.0,185.605,1.869,2.247,0.4793,SH
3679.5,180.864,1.779,2.2679,0.4807,SH
3680.0,38.7072,2.0731,2.52,0.1532,SS
3680.0,168.136,1.718,2.2562,0.4489,SH
3680.5,176.193,1.758,2.23,0.5282,SH
3681.0,185.773,1.895,2.2579,0.4138,SH
3681.0,37.1894,2.0364,2.5719,0.1566,SH
3681.5,43.3881,2.6806,2.557,0.1551,SH
3681.5,197.16,1.939,2.2531,0.417,SH
3682.0,33.5639,2.1748,2.5539,0.1577,SH
3682.0,188.393,1.962,2.2271,0.3555,SH
3682.5,28.7882,3.9931,2.543,0.1067,CB
3682.5,188.163,1.992,2.2521,0.4128,SH
3683.0,209.249,2.284,2.2439,0.4496,SH
3683.0,25.5688,4.1726,2.565,0.1141,CB
3683.5,197.913,2.312,2.179,0.4688,SH
3683.5,30.4121,3.9158,2.577,0.1188,CB
3684.0,35.6316,2.874,2.5471,0.1247,CB
3684.0,200.785,2.375,2.1841,0.4977,SH
3684.5,33.5435,3.2539,2.545,0.1282,CB
3684.5,200.861,2.719,2.216,0.4631,SH
3685.0,193.232,3.126,2.0603,0.5202,SH
3685.5,32.1393,3.4916,2.5549,0.1217,CB
3685.5,178.464,2.615,2.1679,0.5014,SH
3686.0,172.107,2.401,2.2546,0.5607,SH
3686.5,35.7141,2.9041,2.584,0.1205,CB
3686.5,166.079,2.023,2.2698,0.4576,SH
3687.0,37.2313,4.5584,2.556,0.14,CB
3687.0,163.66,1.987,2.2562,0.4195,SH
3687.5,175.938,2.148,2.24,0.3809,SH
3688.0,202.962,2.16,2.268,0.3888,SH
3688.0,34.3979,3.7888,2.5521,0.1265,CB
3688.5,225.812,2.25,2.2849,0.4978,SH
3688.5,35.3857,3.7029,2.558,0.1285,CB
3689.0,34.4086,3.9445,2.561,0.1366,CB
3689.0,223.06,2.259,2.2751,0.4695,SH
3689.5,212.074,2.293,2.3171,0.3596,SH
3689.5,30.4195,6.412000000000001,2.578,0.1309,CB
3690.0,34.5179,3.7539,2.564,0.096,CB
3690.0,231.794,2.362,2.2898,0.5103,SH
3690.5,32.4033,4.7447,2.551,0.1286,CB
3690.5,222.641,2.408,2.315,0.4762,SH
3691.0,34.1427,3.8169,2.5669,0.1182,CB
3691.0,203.251,2.256,2.3419,0.4547,SH
3691.5,27.754,4.2914,2.5819,0.1186,CB
3691.5,212.158,2.27,2.2891,0.4829,SH
3692.0,23.535,6.6427,2.57,0.1001,CB
3692.0,221.662,2.322,2.257,0.4378,SH
3692.5,214.933,2.391,2.276,0.4126,SH
3692.5,18.8969,6.5322,2.584,0.0928,CB
3693.0,20.3612,5.7226,2.6079,0.0867,CB
3693.0,205.324,2.441,2.2439,0.4177,SH
3693.5,215.017,2.881,2.262,0.4471,SH
3693.5,28.8507,2.8952,2.558,0.1125,CB
3694.0,45.0231,2.8013,2.561,0.1194,CB
3694.0,183.13,2.381,2.5675,0.4386,SH
3694.5,179.555,1.133,2.335,0.4979,SH
3695.0,154.784,1.233,2.3558,0.5293,SH
3695.0,33.7056,1.6302,2.5861,0.1294,CB
3695.5,168.464,2.107,2.272,0.4645,SH
3695.5,49.2835,1.5964,2.5431,0.1116,CB
3696.0,47.2422,2.3648,2.5809,0.1598,SH
3696.5,38.3719,4.2062,2.588,0.1242,SS
3696.5,199.33,2.353,2.22,0.436,SH
3697.0,190.429,2.467,2.2271,0.4782,SH
3697.0,39.6376,2.8199,2.606,0.1435,SH
3697.5,194.611,2.418,2.233,0.5667,SH
3697.5,38.4642,2.9108,2.564,0.1212,CB
3698.0,209.557,2.105,2.2552,0.4551,SH
3698.0,43.904,2.293,2.563,0.1421,SS
3698.5,215.757,1.656,2.216,0.4034,SH
3699.0,207.544,1.236,2.3279,0.5535,SH
3699.5,34.0836,3.0446,2.578,0.1264,CB
3700.0,40.2678,2.5703,2.566,0.1317,CB
3700.0,205.124,1.557,2.2131,0.6501,SH
3700.5,186.647,10.335,2.2171,0.4611,SH
3700.5,40.8257,4.5045,2.5261,0.1394,CB
3701.0,185.251,408.976,2.189,0.4541,SH
3701.0,34.8431,1.4217,2.5689,0.1197,SS
3701.5,18.182,4.8011,2.586,0.0807,CB
3701.5,191.861,14.89,2.2231,0.396,SH
3702.0,14.0128,5.8399,2.613,0.0681,CB
3702.0,205.05,5.23,2.2171,0.6156,SH
3702.5,18.8603,5.0267,2.6051,0.0831,CB
3702.5,215.581,0.946,2.1502,0.4127,SH
3703.0,355.111,0.11,2.5479,0.5177,SH
3703.0,21.6663,3.5687,2.595,0.07400000000000001,CB
3703.5,21.5532,4.7332,2.586,0.0862,CB
3703.5,1567.59,0.094,2.6976,0.423,SH
3704.0,407.082,0.975,2.564,0.2924,SH
3704.0,23.4493,3.8892,2.594,0.0904,CB
3704.5,25.1845,3.464,2.565,0.121,CB
3704.5,325.097,2.268,2.587,0.3164,SH
3705.0,252.629,3.002,2.3088,0.3213,SH
3705.0,22.9408,3.0261,2.585,0.1172,CB
3705.5,183.005,5.019,2.417,0.3803,SH
3705.5,19.6977,2.279,2.587,0.0666,CB
3706.0,20.7479,4.7598,2.617,0.0933,CB
3706.5,120.942,4.524,2.4623,0.2963,SH
3706.5,14.9558,3.3746,2.617,0.0795,CB
3707.0,26.7015,4.0344,2.592,0.0794,CB
3707.0,121.441,2.614,2.458,0.3209,SH
3707.5,118.802,2.592,2.401,0.3542,SH
3707.5,15.1346,3.5441,2.594,0.0737,CB
3708.0,21.4253,4.8921,2.576,0.0938,CB
3708.0,111.521,2.635,2.407,0.4196,SH
3708.5,22.1748,3.9139,2.617,0.0922,CB
3708.5,111.989,4.141,2.4609,0.3707,SH
3709.0,20.9595,3.5241,2.613,0.0959,CB
3709.0,106.349,3.856,2.4401,0.3527,SH
3709.5,111.379,3.735,2.4789,0.3521,SH
3709.5,28.6907,3.0167,2.582,0.1176,CB
3710.0,24.4234,3.2065,2.5431,0.1085,CB
3710.0,112.923,2.379,2.4729,0.3694,SH
3710.5,29.1134,2.5595,2.559,0.107,CB
3710.5,121.553,2.178,2.5019,0.2722,SH
3711.0,17.9162,3.8158,2.595,0.1142,CB
3711.0,111.555,2.479,2.4431,0.3097,SH
3711.5,20.6595,3.5875,2.576,0.0977,CB
3711.5,115.233,2.248,2.4541,0.3398,SH
3712.0,119.435,2.563,2.453,0.3469,SH
3712.0,25.8057,2.7741,2.562,0.1073,CB
3712.5,37.7266,2.1814,2.589,0.1543,SS
3712.5,118.422,2.578,2.474,0.3808,SH
3713.0,40.0336,1.6014,2.6019,0.1878,SS
3713.0,117.68,3.158,2.4768,0.3079,SH
3713.5,27.7442,2.9912,2.582,0.1371,SS
3713.5,100.007,3.178,2.5,0.3035,SH
3714.0,43.3703,3.6386,2.553,0.1346,SS
3714.0,106.555,2.813,2.4411,0.2875,SH
3714.5,33.272,1.4779,2.549,0.1477,CB
3714.5,107.188,4.273,2.3862,0.467,SH
3715.0,111.805,3.612,2.4298,0.3596,SH
3715.0,26.9675,2.7567,2.6641,0.1069,CB
3715.5,115.666,7.212000000000001,2.3951,0.3222,SH
3715.5,29.5677,3.1252,2.607,0.1218,CB
3716.0,58.328,11.687,2.6431,0.2759,SS
3716.0,41.4407,2.5077,2.5751,0.1607,SS
3716.5,44.294,5.683,2.3971,0.2181,SS
3716.5,35.5981,1.483,2.5999,0.1509,SS
3717.0,106.961,4.193000000000001,2.41,0.361,SH
3717.0,27.4344,3.3799,2.7139,0.0916,CB
3717.5,135.31,2.559,2.4201,0.3431,SH
3717.5,48.1069,4.2929,2.5041,0.2272,SS
3718.0,50.9453,1.4032,2.53,0.2032,SS
3718.0,111.72,2.328,2.4401,0.3233,SH
3718.5,43.8091,1.3889,2.551,0.1659,SS
3718.5,124.581,2.107,2.46,0.3651,SH
3719.0,40.0127,1.6221,2.5839,0.1476,SS
3719.0,117.156,1.963,2.5278,0.3106,SH
3719.5,39.5424,1.8832,2.6115,0.1447,SS
3719.5,101.9466,1.9658,2.4405,0.3124,SH
3720.0,111.05,2.08,2.4849,0.3936,SH
3720.0,45.197,1.7667,2.525,0.171,SS
3720.5,36.1894,1.408,2.5909,0.1476,SS
3720.5,113.944,2.012,2.4042,0.3115,SH
3721.0,35.8521,1.8569,2.7262,0.1504,CB
3721.0,108.49,1.97,2.448,0.3277,SH
3721.5,104.848,1.769,2.476,0.2826,SH
3721.5,39.6553,1.8959,2.557,0.1768,SS
3722.0,40.5685,1.5532,2.5751,0.1685,SS
3722.0,112.125,1.959,2.4919,0.356,SH
3722.5,44.2284,1.9141,2.513,0.1713,SS
3722.5,117.288,2.209,2.5486,0.3483,SH
3723.0,40.5951,1.5403,2.525,0.1684,SS
3723.0,109.65,1.309,2.4522,0.3512,SH
3723.5,46.043,1.9522,2.511,0.1693,SS
3723.5,114.593,2.87,2.4989,0.342,SH
3724.0,47.3816,1.5982,2.515,0.1899,SS
3724.0,110.143,1.601,2.4572,0.2746,SH
3724.5,107.645,1.632,2.4691,0.3213,SH
3724.5,38.485,1.3881,2.548,0.1874,SS
3725.0,35.4187,1.7848,2.541,0.1463,SS
3725.0,104.965,1.68,2.475,0.376,SH
3725.5,39.1251,2.4826,2.494,0.1538,SS
3726.0,43.3321,2.321,2.565,0.1608,SS
3726.0,108.772,1.613,2.4491,0.3748,SH
3726.5,43.3979,1.855,2.548,0.1539,SS
3726.5,115.624,1.607,2.4631,0.3263,SH
3727.0,43.3155,2.108,2.6018,0.1633,SS
3727.0,116.807,1.688,2.489,0.299,SH
3727.5,45.8632,2.3961,2.5131,0.1522,SS
3727.5,112.672,1.717,2.4711,0.3316,SH
3728.0,45.3818,2.8451,2.531,0.154,SS
3728.0,115.338,1.739,2.4888,0.3728,SH
3728.5,42.8242,2.4005,2.55,0.1532,SS
3728.5,106.839,1.742,2.5269,0.3045,SH
3729.0,47.0416,2.4082,2.557,0.1583,SS
3729.0,106.481,1.725,2.465,0.3701,SH
3729.5,51.5703,2.3481,2.555,0.1617,SS
3729.5,108.244,1.733,2.4491,0.3592,SH
3730.0,42.1477,2.2641,2.556,0.1725,SS
3730.0,106.75,1.684,2.4151,0.3646,SH
3730.5,121.115,1.754,2.3892,0.3713,SH
3730.5,48.5396,2.3482,2.547,0.1631,SS
3731.0,115.954,2.119,2.4281,0.3552,SH
3731.0,46.8475,1.8983,2.547,0.1628,SS
3731.5,111.317,2.554,2.6146,0.3385,SH
3731.5,40.6264,2.5396,2.568,0.137,SS
3732.0,42.4326,2.6427,2.57,0.1433,SS
3732.0,106.16,2.054,2.4965,0.422,SH
3732.5,110.907,1.998,2.435,0.3352,SH
3732.5,52.3384,2.0394,2.536,0.1407,SS
3733.0,52.6206,2.7157,2.547,0.1325,SS
3733.0,112.611,1.89,2.4679,0.3788,SH
3733.5,104.528,1.773,2.447,0.3158,SH
3734.0,102.797,1.624,2.449,0.3301,SH
3734.5,97.061,1.681,2.4701,0.3572,SH
3734.5,48.7655,2.1248,2.604,0.1411,SS
3735.0,105.335,1.795,2.466,0.3422,SH
3735.0,31.8949,3.1614,2.591,0.0971,CB
3735.5,106.038,1.793,2.45,0.2756,SH
3735.5,29.8932,4.3444,2.613,0.1072,CB
3736.0,99.63799999999999,1.675,2.4649,0.3102,SH
3736.0,32.055,3.8027,2.603,0.1102,CB
3736.5,26.2995,4.1588,2.604,0.0943,CB
3736.5,97.44200000000001,1.683,2.4849,0.3305,SH
3737.0,104.662,1.646,2.461,0.3207,SH
3737.0,22.3579,4.4872,2.605,0.0991,CB
3737.5,104.505,1.697,2.433,0.3074,SH
3737.5,25.4921,5.0153,2.605,0.0936,CB
3738.0,35.517,4.6722,2.617,0.1155,CB
3738.0,104.137,1.577,2.4438,0.3371,SH
3738.5,21.1159,4.0124,2.6041,0.1033,CB
3738.5,93.34100000000001,1.465,2.4749,0.3425,SH
3739.0,18.5761,4.9666,2.605,0.0784,CB
3739.0,106.423,1.809,2.452,0.3182,SH
3739.5,104.959,1.877,2.457,0.3202,SH
3739.5,21.8066,7.4342,2.622,0.0864,CB
3740.0,104.468,1.88,2.455,0.3181,SH
3740.0,50.8678,8.0826,2.549,0.1391,CB
3740.5,100.313,1.917,2.469,0.3079,SH
3741.0,56.4793,2.0231,2.4801,0.1709,SS
3741.0,98.45200000000001,2.132,2.4784,0.3296,SH
3741.5,94.637,2.292,2.4551,0.2752,SH
3742.0,95.965,2.066,2.4699,0.2984,SH
3742.0,60.1475,1.994,2.502,0.1672,SS
3742.5,96.786,2.039,2.4292,0.3605,SH
3742.5,57.9333,1.9379,2.492,0.1774,SS
3743.0,102.956,1.824,2.4409,0.328,SH
3743.5,57.75,2.1482,2.5949,0.1906,CB
3743.5,96.714,1.828,2.4201,0.393,SH
3744.0,104.706,1.835,2.442,0.3411,SH
3744.0,52.806,2.4534,2.6489,0.1406,CB
3744.5,102.781,1.806,2.457,0.3041,SH
3744.5,84.1076,3.6743,2.537,0.3712,SH
3745.0,105.04,1.782,2.432,0.3335,SH
3745.0,76.1451,1.2611,2.4651,0.3698,SH
3745.5,100.065,1.75,2.427,0.3027,SH
3746.0,49.2509,0.7020000000000001,2.5711,0.2145,SS
3746.0,102.213,1.772,2.418,0.3484,SH
3746.5,53.4269,1.5818,2.514,0.2411,SS
3746.5,95.89200000000001,1.785,2.46,0.2846,SH
3747.0,38.7764,2.072,2.6059,0.1704,SS
3747.0,100.736,1.758,2.431,0.3038,SH
3747.5,35.3618,3.0224,2.5729,0.2319,SS
3747.5,103.643,1.787,2.4281,0.3283,SH
3748.0,43.558,1.9463,2.5789,0.176,SS
3748.0,101.8793,1.776,2.4381,0.3394,SH
3748.5,36.2521,1.9799,2.564,0.1914,SS
3748.5,99.197,1.725,2.4381,0.3169,SH
3749.0,101.132,1.696,2.471,0.3192,SH
3749.0,32.4836,1.9071,2.576,0.1883,SS
3749.5,23.6963,2.0167,2.586,0.1546,CB
3749.5,98.35,1.771,2.458,0.3147,SH
3750.0,96.82,1.873,2.4421,0.3386,SH
3750.0,27.4909,2.4537,2.6069,0.1389,CB
